filter_id,maintain_date,maintain_type,same_day_any_record,same_day_valid_record,before_24h_ok,after_24h_ok,both_24h_ok,before_24h_latest,after_24h_earliest,before_72h_ok,after_72h_ok,both_72h_ok,before_72h_latest,after_72h_earliest,before_168h_ok,after_168h_ok,both_168h_ok,before_168h_latest,after_168h_earliest
A4,2026-03-12,中维护,True,False,True,True,True,2026-03-11 18:00:00,2026-03-13 00:00:00,True,True,True,2026-03-11 18:00:00,2026-03-13 00:00:00,True,True,True,2026-03-11 18:00:00,2026-03-13 00:00:00
A5,2024-05-19,中维护,True,False,True,True,True,2024-05-18 23:00:08,2024-05-20 00:00:00,True,True,True,2024-05-18 23:00:08,2024-05-20 00:00:00,True,True,True,2024-05-18 23:00:08,2024-05-20 00:00:00
A5,2024-07-18,中维护,True,False,True,False,False,2024-07-17 18:00:03,-,True,True,True,2024-07-17 18:00:03,2024-07-19 00:00:03,True,True,True,2024-07-17 18:00:03,2024-07-19 00:00:03
A5,2024-09-21,大维护,True,False,True,False,False,2024-09-20 23:00:08,-,True,True,True,2024-09-20 23:00:08,2024-09-22 00:00:01,True,True,True,2024-09-20 23:00:08,2024-09-22 00:00:01
A5,2024-11-24,中维护,True,False,True,True,True,2024-11-23 23:00:00,2024-11-25 00:00:00,True,True,True,2024-11-23 23:00:00,2024-11-25 00:00:00,True,True,True,2024-11-23 23:00:00,2024-11-25 00:00:00
A5,2025-01-21,中维护,True,False,True,True,True,2025-01-20 23:00:00,2025-01-22 00:00:00,True,True,True,2025-01-20 23:00:00,2025-01-22 00:00:00,True,True,True,2025-01-20 23:00:00,2025-01-22 00:00:00
A5,2025-02-25,中维护,True,False,True,True,True,2025-02-24 23:00:00,2025-02-26 00:00:00,True,True,True,2025-02-24 23:00:00,2025-02-26 00:00:00,True,True,True,2025-02-24 23:00:00,2025-02-26 00:00:00
A5,2025-04-15,中维护,True,False,True,False,False,2025-04-14 23:00:00,-,True,True,True,2025-04-14 23:00:00,2025-04-16 01:00:00,True,True,True,2025-04-14 23:00:00,2025-04-16 01:00:00
A5,2025-06-14,中维护,True,False,True,True,True,2025-06-13 23:00:00,2025-06-15 00:00:00,True,True,True,2025-06-13 23:00:00,2025-06-15 00:00:00,True,True,True,2025-06-13 23:00:00,2025-06-15 00:00:00
A5,2025-08-19,中维护,True,False,True,True,True,2025-08-18 23:00:00,2025-08-20 00:00:00,True,True,True,2025-08-18 23:00:00,2025-08-20 00:00:00,True,True,True,2025-08-18 23:00:00,2025-08-20 00:00:00
A5,2025-11-06,中维护,True,False,True,True,True,2025-11-05 23:00:00,2025-11-07 00:00:00,True,True,True,2025-11-05 23:00:00,2025-11-07 00:00:00,True,True,True,2025-11-05 23:00:00,2025-11-07 00:00:00
A5,2026-01-08,中维护,True,False,True,True,True,2026-01-07 23:00:00,2026-01-09 00:00:00,True,True,True,2026-01-07 23:00:00,2026-01-09 00:00:00,True,True,True,2026-01-07 23:00:00,2026-01-09 00:00:00
A5,2026-02-26,中维护,True,False,True,True,True,2026-02-25 18:00:00,2026-02-27 00:00:00,True,True,True,2026-02-25 18:00:00,2026-02-27 00:00:00,True,True,True,2026-02-25 18:00:00,2026-02-27 00:00:00
A5,2026-04-03,中维护,True,False,True,True,True,2026-04-02 18:00:00,2026-04-04 00:00:00,True,True,True,2026-04-02 18:00:00,2026-04-04 00:00:00,True,True,True,2026-04-02 18:00:00,2026-04-04 00:00:00
A6,2024-06-06,中维护,True,False,True,True,True,2024-06-05 23:00:05,2024-06-07 00:00:00,True,True,True,2024-06-05 23:00:05,2024-06-07 00:00:00,True,True,True,2024-06-05 23:00:05,2024-06-07 00:00:00
A6,2024-08-27,中维护,True,False,True,False,False,2024-08-26 23:00:01,-,True,True,True,2024-08-26 23:00:01,2024-08-28 00:00:01,True,True,True,2024-08-26 23:00:01,2024-08-28 00:00:01
A6,2024-11-06,大维护,False,False,False,False,False,-,-,True,True,True,2024-11-04 17:00:00,2024-11-08 00:00:00,True,True,True,2024-11-04 17:00:00,2024-11-08 00:00:00
A6,2024-12-31,中维护,True,False,True,True,True,2024-12-30 23:00:00,2025-01-01 00:00:00,True,True,True,2024-12-30 23:00:00,2025-01-01 00:00:00,True,True,True,2024-12-30 23:00:00,2025-01-01 00:00:00
A6,2025-02-19,大维护,True,False,True,True,True,2025-02-18 23:00:00,2025-02-20 00:00:00,True,True,True,2025-02-18 23:00:00,2025-02-20 00:00:00,True,True,True,2025-02-18 23:00:00,2025-02-20 00:00:00
A6,2025-04-11,中维护,True,False,True,True,True,2025-04-10 23:00:00,2025-04-12 00:00:00,True,True,True,2025-04-10 23:00:00,2025-04-12 00:00:00,True,True,True,2025-04-10 23:00:00,2025-04-12 00:00:00
A6,2025-06-04,中维护,True,False,True,True,True,2025-06-03 23:00:00,2025-06-05 00:00:00,True,True,True,2025-06-03 23:00:00,2025-06-05 00:00:00,True,True,True,2025-06-03 23:00:00,2025-06-05 00:00:00
A6,2025-08-23,中维护,True,False,True,True,True,2025-08-22 23:00:00,2025-08-24 00:00:00,True,True,True,2025-08-22 23:00:00,2025-08-24 00:00:00,True,True,True,2025-08-22 23:00:00,2025-08-24 00:00:00
A6,2025-11-02,中维护,True,False,True,True,True,2025-11-01 06:00:00,2025-11-03 00:00:00,True,True,True,2025-11-01 06:00:00,2025-11-03 00:00:00,True,True,True,2025-11-01 06:00:00,2025-11-03 00:00:00
A6,2026-01-03,中维护,True,False,True,True,True,2026-01-02 23:00:00,2026-01-04 00:00:00,True,True,True,2026-01-02 23:00:00,2026-01-04 00:00:00,True,True,True,2026-01-02 23:00:00,2026-01-04 00:00:00
A6,2026-02-15,中维护,True,False,True,True,True,2026-02-14 18:00:00,2026-02-16 00:00:00,True,True,True,2026-02-14 18:00:00,2026-02-16 00:00:00,True,True,True,2026-02-14 18:00:00,2026-02-16 00:00:00
A6,2026-03-25,中维护,True,False,True,True,True,2026-03-24 18:00:00,2026-03-26 00:00:00,True,True,True,2026-03-24 18:00:00,2026-03-26 00:00:00,True,True,True,2026-03-24 18:00:00,2026-03-26 00:00:00
A7,2024-05-18,中维护,True,False,True,False,False,2024-05-17 19:00:08,-,True,True,True,2024-05-17 19:00:08,2024-05-19 00:00:01,True,True,True,2024-05-17 19:00:08,2024-05-19 00:00:01
A7,2024-07-04,中维护,True,False,True,False,False,2024-07-03 23:00:03,-,True,True,True,2024-07-03 23:00:03,2024-07-05 00:00:03,True,True,True,2024-07-03 23:00:03,2024-07-05 00:00:03
A7,2024-09-24,中维护,True,False,True,False,False,2024-09-23 22:00:08,-,True,True,True,2024-09-23 22:00:08,2024-09-25 00:00:02,True,True,True,2024-09-23 22:00:08,2024-09-25 00:00:02
A7,2024-11-22,中维护,True,False,True,True,True,2024-11-21 23:00:00,2024-11-23 00:00:00,True,True,True,2024-11-21 23:00:00,2024-11-23 00:00:00,True,True,True,2024-11-21 23:00:00,2024-11-23 00:00:00
A7,2025-01-20,中维护,True,False,True,True,True,2025-01-19 23:00:00,2025-01-21 00:00:00,True,True,True,2025-01-19 23:00:00,2025-01-21 00:00:00,True,True,True,2025-01-19 23:00:00,2025-01-21 00:00:00
A7,2025-02-24,中维护,True,False,True,True,True,2025-02-23 22:00:00,2025-02-25 00:00:00,True,True,True,2025-02-23 22:00:00,2025-02-25 00:00:00,True,True,True,2025-02-23 22:00:00,2025-02-25 00:00:00
A7,2025-04-16,大维护,True,False,True,True,True,2025-04-15 23:00:00,2025-04-17 00:00:00,True,True,True,2025-04-15 23:00:00,2025-04-17 00:00:00,True,True,True,2025-04-15 23:00:00,2025-04-17 00:00:00
A7,2025-06-16,中维护,True,False,True,True,True,2025-06-15 23:00:00,2025-06-17 00:00:00,True,True,True,2025-06-15 23:00:00,2025-06-17 00:00:00,True,True,True,2025-06-15 23:00:00,2025-06-17 00:00:00
A7,2025-09-01,中维护,True,False,True,True,True,2025-08-31 23:00:00,2025-09-02 00:00:00,True,True,True,2025-08-31 23:00:00,2025-09-02 00:00:00,True,True,True,2025-08-31 23:00:00,2025-09-02 00:00:00
A7,2025-10-18,中维护,False,False,True,False,False,2025-10-17 08:00:00,-,True,True,True,2025-10-17 08:00:00,2025-10-20 00:00:00,True,True,True,2025-10-17 08:00:00,2025-10-20 00:00:00
A7,2025-12-22,中维护,True,False,True,True,True,2025-12-21 23:00:00,2025-12-23 00:00:00,True,True,True,2025-12-21 23:00:00,2025-12-23 00:00:00,True,True,True,2025-12-21 23:00:00,2025-12-23 00:00:00
A7,2026-02-08,大维护,True,False,True,True,True,2026-02-07 18:00:00,2026-02-09 00:00:00,True,True,True,2026-02-07 18:00:00,2026-02-09 00:00:00,True,True,True,2026-02-07 18:00:00,2026-02-09 00:00:00
A7,2026-03-25,中维护,True,False,True,True,True,2026-03-24 18:00:00,2026-03-26 00:00:00,True,True,True,2026-03-24 18:00:00,2026-03-26 00:00:00,True,True,True,2026-03-24 18:00:00,2026-03-26 00:00:00
A8,2024-06-02,中维护,False,False,True,False,False,2024-06-01 09:00:08,-,True,True,True,2024-06-01 09:00:08,2024-06-04 11:00:05,True,True,True,2024-06-01 09:00:08,2024-06-04 11:00:05
A8,2024-08-10,中维护,True,False,True,False,False,2024-08-09 18:00:03,-,True,True,True,2024-08-09 18:00:03,2024-08-11 00:00:03,True,True,True,2024-08-09 18:00:03,2024-08-11 00:00:03
A8,2024-10-31,中维护,True,False,True,True,True,2024-10-30 23:00:00,2024-11-01 00:00:00,True,True,True,2024-10-30 23:00:00,2024-11-01 00:00:00,True,True,True,2024-10-30 23:00:00,2024-11-01 00:00:00
A8,2025-01-03,中维护,True,False,True,True,True,2025-01-02 23:00:00,2025-01-04 00:00:00,True,True,True,2025-01-02 23:00:00,2025-01-04 00:00:00,True,True,True,2025-01-02 23:00:00,2025-01-04 00:00:00
A8,2025-02-13,中维护,True,False,True,True,True,2025-02-12 23:00:00,2025-02-14 00:00:00,True,True,True,2025-02-12 23:00:00,2025-02-14 00:00:00,True,True,True,2025-02-12 23:00:00,2025-02-14 00:00:00
A8,2025-03-27,中维护,True,False,True,True,True,2025-03-26 23:00:00,2025-03-28 00:00:00,True,True,True,2025-03-26 23:00:00,2025-03-28 00:00:00,True,True,True,2025-03-26 23:00:00,2025-03-28 00:00:00
A8,2025-05-13,中维护,True,False,True,True,True,2025-05-12 23:00:00,2025-05-14 00:00:00,True,True,True,2025-05-12 23:00:00,2025-05-14 00:00:00,True,True,True,2025-05-12 23:00:00,2025-05-14 00:00:00
A8,2025-07-06,中维护,True,False,True,True,True,2025-07-05 23:00:00,2025-07-07 00:00:00,True,True,True,2025-07-05 23:00:00,2025-07-07 00:00:00,True,True,True,2025-07-05 23:00:00,2025-07-07 00:00:00
A8,2025-09-08,中维护,True,False,True,True,True,2025-09-07 23:00:00,2025-09-09 00:00:00,True,True,True,2025-09-07 23:00:00,2025-09-09 00:00:00,True,True,True,2025-09-07 23:00:00,2025-09-09 00:00:00
A8,2025-11-03,中维护,True,False,True,False,False,2025-11-02 13:00:00,-,True,True,True,2025-11-02 13:00:00,2025-11-04 03:00:00,True,True,True,2025-11-02 13:00:00,2025-11-04 03:00:00
A8,2025-12-28,中维护,True,False,True,True,True,2025-12-27 23:00:00,2025-12-29 00:00:00,True,True,True,2025-12-27 23:00:00,2025-12-29 00:00:00,True,True,True,2025-12-27 23:00:00,2025-12-29 00:00:00
A8,2026-02-09,中维护,True,False,True,True,True,2026-02-08 18:00:00,2026-02-10 00:00:00,True,True,True,2026-02-08 18:00:00,2026-02-10 00:00:00,True,True,True,2026-02-08 18:00:00,2026-02-10 00:00:00
A8,2026-03-31,中维护,True,False,True,True,True,2026-03-30 18:00:00,2026-04-01 00:00:00,True,True,True,2026-03-30 18:00:00,2026-04-01 00:00:00,True,True,True,2026-03-30 18:00:00,2026-04-01 00:00:00
A9,2024-05-30,中维护,True,False,True,False,False,2024-05-29 23:00:05,-,True,True,True,2024-05-29 23:00:05,2024-05-31 01:00:05,True,True,True,2024-05-29 23:00:05,2024-05-31 01:00:05
A9,2024-08-02,中维护,True,False,True,False,False,2024-08-01 18:00:03,-,True,True,True,2024-08-01 18:00:03,2024-08-03 00:00:03,True,True,True,2024-08-01 18:00:03,2024-08-03 00:00:03
A9,2024-10-15,中维护,True,False,True,False,False,2024-10-14 22:00:08,-,True,True,True,2024-10-14 22:00:08,2024-10-16 05:00:08,True,True,True,2024-10-14 22:00:08,2024-10-16 05:00:08
A9,2024-12-15,中维护,True,False,True,True,True,2024-12-14 23:00:00,2024-12-16 00:00:00,True,True,True,2024-12-14 23:00:00,2024-12-16 00:00:00,True,True,True,2024-12-14 23:00:00,2024-12-16 00:00:00
A9,2025-01-31,中维护,False,False,True,False,False,2025-01-30 18:00:00,-,True,False,False,2025-01-30 18:00:00,-,True,True,True,2025-01-30 18:00:00,2025-02-04 00:00:00
A9,2025-03-19,中维护,True,False,True,False,False,2025-03-18 23:00:00,-,True,True,True,2025-03-18 23:00:00,2025-03-20 01:00:00,True,True,True,2025-03-18 23:00:00,2025-03-20 01:00:00
A9,2025-05-15,大维护,True,False,True,True,True,2025-05-14 23:00:00,2025-05-16 00:00:00,True,True,True,2025-05-14 23:00:00,2025-05-16 00:00:00,True,True,True,2025-05-14 23:00:00,2025-05-16 00:00:00
A9,2025-07-09,中维护,True,False,True,True,True,2025-07-08 23:00:00,2025-07-10 00:00:00,True,True,True,2025-07-08 23:00:00,2025-07-10 00:00:00,True,True,True,2025-07-08 23:00:00,2025-07-10 00:00:00
A9,2025-09-12,中维护,True,False,True,True,True,2025-09-11 11:00:00,2025-09-13 00:00:00,True,True,True,2025-09-11 11:00:00,2025-09-13 00:00:00,True,True,True,2025-09-11 11:00:00,2025-09-13 00:00:00
A9,2025-11-16,中维护,True,False,True,False,False,2025-11-15 23:00:00,-,True,True,True,2025-11-15 23:00:00,2025-11-17 12:00:00,True,True,True,2025-11-15 23:00:00,2025-11-17 12:00:00
A9,2026-01-09,中维护,True,False,True,True,True,2026-01-08 23:00:00,2026-01-10 00:00:00,True,True,True,2026-01-08 23:00:00,2026-01-10 00:00:00,True,True,True,2026-01-08 23:00:00,2026-01-10 00:00:00
A9,2026-02-23,中维护,True,False,True,True,True,2026-02-22 18:00:00,2026-02-24 00:00:00,True,True,True,2026-02-22 18:00:00,2026-02-24 00:00:00,True,True,True,2026-02-22 18:00:00,2026-02-24 00:00:00
A9,2026-04-01,大维护,True,False,True,True,True,2026-03-31 18:00:00,2026-04-02 00:00:00,True,True,True,2026-03-31 18:00:00,2026-04-02 00:00:00,True,True,True,2026-03-31 18:00:00,2026-04-02 00:00:00
